B3DB_RF_BBB-,B3DB_GraphSAGE_BBB-,BBBP_RF_BBB-,BBBP_GraphSAGE_BBB-,B3DB_RF_BBB+,B3DB_GraphSAGE_BBB+,BBBP_RF_BBB+,BBBP_GraphSAGE_BBB+
13.20 ,13.33 ,,,9.69 ,9.39 ,,
13.20 ,13.30 ,,,9.68 ,9.39 ,,
13.20 ,13.30 ,,,9.67 ,9.39 ,,
13.17 ,13.30 ,,,9.67 ,9.39 ,,
13.17 ,13.30 ,,,9.67 ,9.39 ,,
13.15 ,13.28 ,,,9.67 ,9.39 ,,
13.15 ,13.26 ,,,9.65 ,9.39 ,,
13.14 ,13.26 ,,,9.65 ,9.39 ,,
13.14 ,13.26 ,,,9.65 ,9.39 ,,
13.14 ,13.25 ,,,9.65 ,9.38 ,,
13.14 ,13.24 ,,,9.65 ,9.38 ,,
13.14 ,13.24 ,,,9.65 ,9.38 ,,
13.14 ,13.22 ,,,9.63 ,9.37 ,,
13.12 ,13.20 ,,,9.63 ,9.37 ,,
13.10 ,13.19 ,,,9.63 ,9.37 ,,
13.07 ,13.15 ,,,9.62 ,9.37 ,,
13.07 ,13.15 ,,,9.62 ,9.37 ,,
13.07 ,13.15 ,,,9.62 ,9.36 ,,
13.07 ,13.14 ,,,9.62 ,9.36 ,,
13.07 ,13.12 ,,,9.62 ,9.36 ,,
13.06 ,13.11 ,,,9.62 ,9.35 ,,
13.06 ,13.11 ,,,9.62 ,9.35 ,,
13.06 ,13.11 ,,,9.62 ,9.34 ,,
13.06 ,13.11 ,,,9.62 ,9.32 ,,
13.06 ,13.11 ,,,9.62 ,9.32 ,,
13.06 ,13.11 ,,,9.62 ,9.32 ,,
13.06 ,13.05 ,,,9.61 ,9.32 ,,
13.05 ,13.05 ,,,9.61 ,9.32 ,,
13.03 ,13.05 ,,,9.60 ,9.32 ,,
13.01 ,13.05 ,,,9.60 ,9.32 ,,
13.00 ,13.03 ,,,9.59 ,9.32 ,,
13.00 ,13.01 ,,,9.59 ,9.32 ,,
13.00 ,13.01 ,,,9.59 ,9.32 ,,
13.00 ,13.01 ,,,9.59 ,9.32 ,,
13.00 ,12.98 ,,,9.58 ,9.31 ,,
13.00 ,12.94 ,,,9.57 ,9.31 ,,
12.99 ,12.87 ,,,9.57 ,9.31 ,,
12.97 ,12.86 ,,,9.57 ,9.29 ,,
12.96 ,12.86 ,,,9.57 ,9.28 ,,
12.96 ,12.86 ,,,9.57 ,9.28 ,,
12.96 ,12.86 ,,,9.57 ,9.28 ,,
12.94 ,12.86 ,,,9.57 ,9.28 ,,
12.94 ,12.86 ,,,9.55 ,9.27 ,,
12.93 ,12.86 ,,,9.55 ,9.27 ,,
12.93 ,12.82 ,,,9.55 ,9.27 ,,
12.92 ,12.82 ,,,9.55 ,9.27 ,,
12.91 ,12.81 ,,,9.55 ,9.27 ,,
12.90 ,12.81 ,,,9.55 ,9.27 ,,
12.90 ,12.79 ,,,9.55 ,9.27 ,,
12.90 ,12.75 ,,,9.55 ,9.27 ,,
12.90 ,12.73 ,,,9.55 ,9.27 ,,
12.90 ,12.73 ,,,9.55 ,9.27 ,,
12.90 ,12.73 ,,,9.54 ,9.27 ,,
12.90 ,12.73 ,,,9.53 ,9.26 ,,
12.89 ,12.71 ,,,9.53 ,9.26 ,,
12.89 ,12.71 ,,,9.53 ,9.26 ,,
12.87 ,12.68 ,,,9.52 ,9.25 ,,
12.86 ,12.67 ,,,9.52 ,9.25 ,,
12.86 ,12.65 ,,,9.52 ,9.25 ,,
12.86 ,12.65 ,,,9.52 ,9.25 ,,
12.86 ,12.65 ,,,9.52 ,9.24 ,,
12.86 ,12.65 ,,,9.52 ,9.23 ,,
12.86 ,12.65 ,,,9.51 ,9.22 ,,
12.86 ,12.65 ,,,9.51 ,9.22 ,,
12.86 ,12.58 ,,,9.51 ,9.22 ,,
12.85 ,12.56 ,,,9.51 ,9.22 ,,
12.82 ,12.55 ,,,9.51 ,9.22 ,,
12.80 ,12.55 ,,,9.51 ,9.22 ,,
12.80 ,12.55 ,,,9.50 ,9.22 ,,
12.79 ,12.55 ,,,9.50 ,9.19 ,,
12.77 ,12.55 ,,,9.50 ,9.19 ,,
12.77 ,12.55 ,,,9.50 ,9.19 ,,
12.77 ,12.52 ,,,9.49 ,9.19 ,,
12.77 ,12.51 ,,,9.48 ,9.19 ,,
12.77 ,12.51 ,,,9.48 ,9.19 ,,
12.73 ,12.48 ,,,9.48 ,9.19 ,,
12.73 ,12.48 ,,,9.48 ,9.19 ,,
12.73 ,12.46 ,,,9.48 ,9.18 ,,
12.71 ,12.46 ,,,9.48 ,9.17 ,,
12.68 ,12.46 ,,,9.48 ,9.17 ,,
12.66 ,12.46 ,,,9.48 ,9.17 ,,
12.66 ,12.46 ,,,9.47 ,9.17 ,,
12.66 ,12.46 ,,,9.47 ,9.17 ,,
12.66 ,12.44 ,,,9.46 ,9.17 ,,
12.66 ,12.41 ,,,9.46 ,9.17 ,,
12.66 ,12.40 ,,,9.46 ,9.17 ,,
12.65 ,12.40 ,,,9.46 ,9.17 ,,
12.65 ,12.40 ,,,9.46 ,9.17 ,,
12.64 ,12.40 ,,,9.46 ,9.16 ,,
12.63 ,12.40 ,,,9.46 ,9.16 ,,
12.63 ,12.40 ,,,9.46 ,9.16 ,,
12.63 ,12.39 ,,,9.46 ,9.16 ,,
12.63 ,12.36 ,,,9.45 ,9.16 ,,
12.61 ,12.34 ,,,9.45 ,9.16 ,,
12.61 ,12.34 ,,,9.45 ,9.16 ,,
12.61 ,12.34 ,,,9.45 ,9.16 ,,
12.61 ,12.34 ,,,9.43 ,9.16 ,,
12.60 ,12.34 ,,,9.43 ,9.16 ,,
12.60 ,12.33 ,,,9.41 ,9.16 ,,
12.60 ,12.33 ,,,9.41 ,9.16 ,,
12.60 ,12.33 ,,,9.40 ,9.16 ,,
12.60 ,12.31 ,,,9.40 ,9.16 ,,
12.59 ,12.31 ,,,9.40 ,9.15 ,,
12.59 ,12.26 ,,,9.40 ,9.14 ,,
12.59 ,12.26 ,,,9.40 ,9.13 ,,
12.59 ,12.23 ,,,9.40 ,9.13 ,,
12.59 ,12.23 ,,,9.40 ,9.13 ,,
12.58 ,12.23 ,,,9.39 ,9.13 ,,
12.58 ,12.22 ,,,9.39 ,9.12 ,,
12.58 ,12.21 ,,,9.39 ,9.12 ,,
12.58 ,12.20 ,,,9.38 ,9.12 ,,
12.58 ,12.15 ,,,9.38 ,9.12 ,,
12.52 ,12.15 ,,,9.38 ,9.12 ,,
12.47 ,12.12 ,,,9.38 ,9.11 ,,
12.47 ,12.10 ,,,9.38 ,9.11 ,,
12.46 ,12.09 ,,,9.38 ,9.11 ,,
12.46 ,12.09 ,,,9.38 ,9.11 ,,
12.45 ,12.09 ,,,9.38 ,9.10 ,,
12.45 ,12.08 ,,,9.37 ,9.09 ,,
12.43 ,12.03 ,,,9.37 ,9.08 ,,
12.43 ,12.00 ,,,9.37 ,9.08 ,,
12.43 ,12.00 ,,,9.35 ,9.08 ,,
12.43 ,12.00 ,,,9.35 ,9.08 ,,
12.41 ,12.00 ,,,9.35 ,9.08 ,,
12.41 ,12.00 ,,,9.35 ,9.07 ,,
12.40 ,12.00 ,,,9.35 ,9.07 ,,
12.40 ,11.99 ,,,9.35 ,9.07 ,,
12.40 ,11.96 ,,,9.35 ,9.05 ,,
12.40 ,11.96 ,,,9.35 ,9.05 ,,
12.40 ,11.96 ,,,9.34 ,9.05 ,,
12.38 ,11.96 ,,,9.34 ,9.05 ,,
12.38 ,11.96 ,,,9.34 ,9.05 ,,
12.37 ,11.95 ,,,9.34 ,9.04 ,,
12.37 ,11.94 ,,,9.34 ,9.04 ,,
12.37 ,11.94 ,,,9.34 ,9.04 ,,
12.35 ,11.91 ,,,9.33 ,9.04 ,,
12.35 ,11.91 ,,,9.33 ,9.04 ,,
12.34 ,11.89 ,,,9.33 ,9.04 ,,
12.34 ,11.89 ,,,9.33 ,9.04 ,,
12.32 ,11.85 ,,,9.33 ,9.04 ,,
12.32 ,11.85 ,,,9.33 ,9.04 ,,
12.32 ,11.85 ,,,9.33 ,9.04 ,,
12.32 ,11.84 ,,,9.32 ,9.04 ,,
12.30 ,11.84 ,,,9.32 ,9.03 ,,
12.30 ,11.84 ,,,9.32 ,9.02 ,,
12.29 ,11.84 ,,,9.32 ,9.02 ,,
12.29 ,11.84 ,,,9.32 ,9.02 ,,
12.29 ,11.84 ,,,9.32 ,9.02 ,,
12.28 ,11.79 ,,,9.31 ,9.02 ,,
12.26 ,11.77 ,,,9.30 ,9.02 ,,
12.26 ,11.77 ,,,9.30 ,9.02 ,,
12.26 ,11.74 ,,,9.30 ,9.02 ,,
12.26 ,11.74 ,,,9.30 ,9.02 ,,
12.26 ,11.74 ,,,9.29 ,9.02 ,,
12.26 ,11.74 ,,,9.29 ,9.02 ,,
12.26 ,11.72 ,,,9.29 ,9.02 ,,
12.25 ,11.68 ,,,9.29 ,9.01 ,,
12.25 ,11.68 ,,,9.29 ,9.01 ,,
12.25 ,11.68 ,,,9.28 ,9.01 ,,
12.25 ,11.68 ,,,9.28 ,9.01 ,,
12.25 ,11.68 ,,,9.26 ,9.01 ,,
12.24 ,11.68 ,,,9.26 ,9.01 ,,
12.24 ,11.67 ,,,9.26 ,9.01 ,,
12.24 ,11.65 ,,,9.26 ,9.00 ,,
12.24 ,11.60 ,,,9.26 ,8.99 ,,
12.24 ,11.60 ,,,9.24 ,8.99 ,,
12.24 ,11.60 ,,,9.24 ,8.96 ,,
12.24 ,11.59 ,,,9.24 ,8.96 ,,
12.24 ,11.58 ,,,9.24 ,8.95 ,,
12.22 ,11.55 ,,,9.24 ,8.95 ,,
12.22 ,11.55 ,,,9.24 ,8.94 ,,
12.22 ,11.54 ,,,9.23 ,8.94 ,,
12.22 ,11.51 ,,,9.23 ,8.94 ,,
12.22 ,11.51 ,,,9.23 ,8.93 ,,
12.22 ,11.51 ,,,9.23 ,8.93 ,,
12.22 ,11.48 ,,,9.22 ,8.93 ,,
12.22 ,11.48 ,,,9.22 ,8.93 ,,
12.18 ,11.48 ,,,9.22 ,8.93 ,,
12.17 ,11.48 ,,,9.22 ,8.92 ,,
12.17 ,11.47 ,,,9.22 ,8.92 ,,
12.16 ,11.47 ,,,9.21 ,8.92 ,,
12.16 ,11.47 ,,,9.21 ,8.92 ,,
12.13 ,11.45 ,,,9.21 ,8.92 ,,
12.12 ,11.44 ,,,9.21 ,8.92 ,,
12.07 ,11.37 ,,,9.21 ,8.92 ,,
12.07 ,11.36 ,,,9.20 ,8.91 ,,
12.07 ,11.35 ,,,9.20 ,8.91 ,,
12.05 ,11.35 ,,,9.20 ,8.91 ,,
12.05 ,11.35 ,,,9.20 ,8.90 ,,
12.05 ,11.35 ,,,9.18 ,8.90 ,,
12.05 ,11.35 ,,,9.18 ,8.90 ,,
12.05 ,11.34 ,,,9.18 ,8.90 ,,
12.05 ,11.33 ,,,9.18 ,8.89 ,,
12.05 ,11.31 ,,,9.18 ,8.89 ,,
12.04 ,11.31 ,,,9.18 ,8.88 ,,
12.04 ,11.31 ,,,9.18 ,8.85 ,,
12.04 ,11.25 ,,,9.18 ,8.85 ,,
12.03 ,11.25 ,,,9.18 ,8.85 ,,
12.01 ,11.25 ,,,9.17 ,8.84 ,,
12.01 ,11.25 ,,,9.17 ,8.84 ,,
12.01 ,11.25 ,,,9.17 ,8.84 ,,
12.01 ,11.22 ,,,9.17 ,8.84 ,,
11.99 ,11.19 ,,,9.17 ,8.84 ,,
11.99 ,11.16 ,,,9.17 ,8.83 ,,
11.96 ,11.13 ,,,9.17 ,8.83 ,,
11.96 ,11.08 ,,,9.15 ,8.83 ,,
11.94 ,11.06 ,,,9.15 ,8.82 ,,
11.93 ,11.06 ,,,9.15 ,8.82 ,,
11.93 ,11.05 ,,,9.15 ,8.82 ,,
11.92 ,11.05 ,,,9.14 ,8.82 ,,
11.92 ,11.04 ,,,9.14 ,8.79 ,,
11.92 ,11.02 ,,,9.14 ,8.79 ,,
11.91 ,11.00 ,,,9.14 ,8.79 ,,
11.90 ,11.00 ,,,9.14 ,8.78 ,,
11.89 ,11.00 ,,,9.13 ,8.77 ,,
11.85 ,11.00 ,,,9.12 ,8.77 ,,
11.85 ,11.00 ,,,9.11 ,8.76 ,,
11.85 ,11.00 ,,,9.11 ,8.76 ,,
11.81 ,11.00 ,,,9.11 ,8.75 ,,
11.81 ,11.00 ,,,9.11 ,8.75 ,,
11.81 ,11.00 ,,,9.11 ,8.74 ,,
11.81 ,11.00 ,,,9.11 ,8.74 ,,
11.81 ,11.00 ,,,9.11 ,8.73 ,,
11.80 ,11.00 ,,,9.11 ,8.73 ,,
11.79 ,11.00 ,,,9.11 ,8.73 ,,
11.79 ,11.00 ,,,9.11 ,8.73 ,,
11.78 ,10.99 ,,,9.10 ,8.73 ,,
11.77 ,10.99 ,,,9.10 ,8.73 ,,
11.77 ,10.99 ,,,9.10 ,8.73 ,,
11.77 ,10.99 ,,,9.10 ,8.73 ,,
11.77 ,10.99 ,,,9.10 ,8.71 ,,
11.76 ,10.99 ,,,9.10 ,8.70 ,,
11.74 ,10.99 ,,,9.10 ,8.70 ,,
11.74 ,10.96 ,,,9.10 ,8.70 ,,
11.74 ,10.95 ,,,9.09 ,8.70 ,,
11.68 ,10.95 ,,,9.09 ,8.70 ,,
11.68 ,10.95 ,,,9.08 ,8.68 ,,
11.66 ,10.94 ,,,9.08 ,8.68 ,,
11.64 ,10.94 ,,,9.08 ,8.68 ,,
11.64 ,10.88 ,,,9.08 ,8.68 ,,
11.64 ,10.87 ,,,9.08 ,8.67 ,,
11.62 ,10.86 ,,,9.08 ,8.67 ,,
11.62 ,10.86 ,,,9.08 ,8.67 ,,
11.62 ,10.86 ,,,9.08 ,8.67 ,,
11.61 ,10.82 ,,,9.08 ,8.67 ,,
11.61 ,10.82 ,,,9.08 ,8.67 ,,
11.61 ,10.81 ,,,9.08 ,8.65 ,,
11.60 ,10.81 ,,,9.08 ,8.65 ,,
11.60 ,10.78 ,,,9.07 ,8.65 ,,
11.60 ,10.78 ,,,9.05 ,8.65 ,,
11.60 ,10.78 ,,,9.04 ,8.63 ,,
11.59 ,10.78 ,,,9.04 ,8.63 ,,
11.59 ,10.78 ,,,9.04 ,8.63 ,,
11.58 ,10.78 ,,,9.04 ,8.63 ,,
11.58 ,10.78 ,,,9.03 ,8.62 ,,
11.58 ,10.77 ,,,9.02 ,8.62 ,,
11.54 ,10.77 ,,,9.02 ,8.62 ,,
11.52 ,10.77 ,,,9.02 ,8.61 ,,
11.52 ,10.77 ,,,9.02 ,8.61 ,,
11.52 ,10.77 ,,,9.02 ,8.61 ,,
11.52 ,10.73 ,,,9.02 ,8.61 ,,
11.52 ,10.72 ,,,9.02 ,8.60 ,,
11.52 ,10.70 ,,,9.01 ,8.60 ,,
11.52 ,10.70 ,,,9.01 ,8.59 ,,
11.51 ,10.69 ,,,9.01 ,8.58 ,,
11.51 ,10.67 ,,,9.01 ,8.56 ,,
11.49 ,10.67 ,,,9.01 ,8.56 ,,
11.47 ,10.67 ,,,9.01 ,8.56 ,,
11.44 ,10.67 ,,,9.01 ,8.55 ,,
11.43 ,10.67 ,,,8.99 ,8.55 ,,
11.41 ,10.65 ,,,8.98 ,8.55 ,,
11.41 ,10.65 ,,,8.98 ,8.53 ,,
11.41 ,10.64 ,,,8.98 ,8.52 ,,
11.37 ,10.63 ,,,8.98 ,8.51 ,,
11.37 ,10.62 ,,,8.98 ,8.50 ,,
11.35 ,10.62 ,,,8.98 ,8.50 ,,
11.35 ,10.62 ,,,8.98 ,8.50 ,,
11.33 ,10.62 ,,,8.97 ,8.48 ,,
11.33 ,10.62 ,,,8.97 ,8.48 ,,
11.28 ,10.62 ,,,8.97 ,8.48 ,,
11.27 ,10.62 ,,,8.96 ,8.46 ,,
11.26 ,10.62 ,,,8.96 ,8.45 ,,
11.26 ,10.62 ,,,8.95 ,8.45 ,,
11.25 ,10.56 ,,,8.95 ,8.43 ,,
11.25 ,10.56 ,,,8.95 ,8.43 ,,
11.25 ,10.56 ,,,8.95 ,8.43 ,,
11.23 ,10.56 ,,,8.95 ,8.42 ,,
11.21 ,10.56 ,,,8.95 ,8.39 ,,
11.21 ,10.56 ,,,8.95 ,8.39 ,,
11.21 ,10.56 ,,,8.94 ,8.38 ,,
11.21 ,10.55 ,,,8.94 ,8.38 ,,
11.21 ,10.49 ,,,8.94 ,8.37 ,,
11.19 ,10.43 ,,,8.94 ,8.37 ,,
11.19 ,10.42 ,,,8.94 ,8.37 ,,
11.19 ,10.42 ,,,8.93 ,8.37 ,,
11.19 ,10.39 ,,,8.93 ,8.36 ,,
11.19 ,10.39 ,,,8.93 ,8.36 ,,
11.19 ,10.39 ,,,8.93 ,8.36 ,,
11.17 ,10.38 ,,,8.93 ,8.36 ,,
11.17 ,10.38 ,,,8.93 ,8.36 ,,
11.15 ,10.38 ,,,8.93 ,8.36 ,,
11.13 ,10.35 ,,,8.93 ,8.36 ,,
11.12 ,10.34 ,,,8.93 ,8.35 ,,
11.11 ,10.30 ,,,8.93 ,8.35 ,,
11.10 ,10.28 ,,,8.93 ,8.34 ,,
11.09 ,10.26 ,,,8.93 ,8.34 ,,
11.07 ,10.25 ,,,8.93 ,8.33 ,,
11.06 ,10.25 ,,,8.93 ,8.33 ,,
11.05 ,10.25 ,,,8.93 ,8.33 ,,
11.04 ,10.22 ,,,8.93 ,8.31 ,,
11.04 ,10.22 ,,,8.93 ,8.31 ,,
11.04 ,10.22 ,,,8.93 ,8.31 ,,
11.04 ,10.22 ,,,8.93 ,8.31 ,,
11.04 ,10.19 ,,,8.93 ,8.29 ,,
10.98 ,10.19 ,,,8.93 ,8.28 ,,
10.98 ,10.18 ,,,8.92 ,8.27 ,,
10.95 ,10.18 ,,,8.91 ,8.26 ,,
10.94 ,10.14 ,,,8.90 ,8.26 ,,
10.94 ,10.14 ,,,8.89 ,8.26 ,,
10.94 ,10.14 ,,,8.89 ,8.26 ,,
10.94 ,10.14 ,,,8.89 ,8.26 ,,
10.94 ,10.14 ,,,8.88 ,8.26 ,,
10.94 ,10.12 ,,,8.88 ,8.26 ,,
10.92 ,10.12 ,,,8.88 ,8.26 ,,
10.91 ,10.10 ,,,8.88 ,8.26 ,,
10.90 ,10.09 ,,,8.87 ,8.26 ,,
10.89 ,10.09 ,,,8.87 ,8.26 ,,
10.89 ,10.09 ,,,8.87 ,8.26 ,,
10.89 ,10.09 ,,,8.87 ,8.26 ,,
10.89 ,10.09 ,,,8.87 ,8.25 ,,
10.89 ,10.07 ,,,8.87 ,8.23 ,,
10.88 ,10.07 ,,,8.87 ,8.23 ,,
10.87 ,10.07 ,,,8.86 ,8.23 ,,
10.87 ,10.07 ,,,8.86 ,8.23 ,,
10.83 ,10.07 ,,,8.86 ,8.23 ,,
10.83 ,10.06 ,,,8.85 ,8.23 ,,
10.83 ,10.06 ,,,8.85 ,8.22 ,,
10.82 ,10.06 ,,,8.85 ,8.22 ,,
10.82 ,10.06 ,,,8.85 ,8.22 ,,
10.82 ,10.05 ,,,8.85 ,8.22 ,,
10.82 ,10.03 ,,,8.85 ,8.22 ,,
10.81 ,10.01 ,,,8.85 ,8.21 ,,
10.81 ,9.95 ,,,8.85 ,8.21 ,,
10.80 ,9.94 ,,,8.83 ,8.20 ,,
10.79 ,9.93 ,,,8.83 ,8.20 ,,
10.79 ,9.92 ,,,8.83 ,8.20 ,,
10.79 ,9.91 ,,,8.83 ,8.20 ,,
10.79 ,9.91 ,,,8.83 ,8.19 ,,
10.79 ,9.91 ,,,8.83 ,8.19 ,,
10.79 ,9.91 ,,,8.83 ,8.18 ,,
10.75 ,9.90 ,,,8.82 ,8.16 ,,
10.75 ,9.88 ,,,8.82 ,8.14 ,,
10.75 ,9.86 ,,,8.82 ,8.14 ,,
10.74 ,9.83 ,,,8.82 ,8.14 ,,
10.71 ,9.75 ,,,8.82 ,8.13 ,,
10.70 ,9.74 ,,,8.82 ,8.13 ,,
10.68 ,9.74 ,,,8.81 ,8.13 ,,
10.68 ,9.74 ,,,8.81 ,8.13 ,,
10.66 ,9.71 ,,,8.81 ,8.13 ,,
10.66 ,9.71 ,,,8.81 ,8.12 ,,
10.66 ,9.70 ,,,8.81 ,8.12 ,,
10.65 ,9.67 ,,,8.81 ,8.11 ,,
10.64 ,9.60 ,,,8.81 ,8.11 ,,
10.64 ,9.60 ,,,8.80 ,8.11 ,,
10.64 ,9.60 ,,,8.80 ,8.09 ,,
10.64 ,9.57 ,,,8.79 ,8.07 ,,
10.63 ,9.57 ,,,8.79 ,8.07 ,,
10.53 ,9.54 ,,,8.79 ,8.07 ,,
10.51 ,9.53 ,,,8.79 ,8.07 ,,
10.51 ,9.53 ,,,8.79 ,8.07 ,,
10.51 ,9.51 ,,,8.79 ,8.07 ,,
10.49 ,9.49 ,,,8.79 ,8.06 ,,
10.43 ,9.46 ,,,8.79 ,8.06 ,,
10.42 ,9.43 ,,,8.79 ,8.06 ,,
10.42 ,9.41 ,,,8.79 ,8.06 ,,
10.42 ,9.40 ,,,8.79 ,8.06 ,,
10.41 ,9.37 ,,,8.79 ,8.06 ,,
10.37 ,9.30 ,,,8.79 ,8.06 ,,
10.36 ,9.27 ,,,8.79 ,8.06 ,,
10.32 ,9.27 ,,,8.78 ,8.05 ,,
10.31 ,9.24 ,,,8.78 ,8.05 ,,
10.31 ,9.23 ,,,8.78 ,8.03 ,,
10.31 ,9.22 ,,,8.78 ,8.03 ,,
10.30 ,9.22 ,,,8.78 ,8.03 ,,
10.25 ,9.21 ,,,8.78 ,8.03 ,,
10.24 ,9.19 ,,,8.78 ,8.03 ,,
10.24 ,9.19 ,,,8.78 ,8.03 ,,
10.23 ,9.19 ,,,8.78 ,8.03 ,,
10.23 ,9.16 ,,,8.77 ,8.03 ,,
10.23 ,9.12 ,,,8.77 ,8.03 ,,
10.22 ,9.10 ,,,8.76 ,8.03 ,,
10.22 ,9.10 ,,,8.76 ,8.02 ,,
10.22 ,9.09 ,,,8.76 ,8.02 ,,
10.22 ,9.08 ,,,8.76 ,8.02 ,,
10.20 ,9.02 ,,,8.76 ,8.02 ,,
10.19 ,9.01 ,,,8.76 ,8.02 ,,
10.19 ,8.98 ,,,8.76 ,8.02 ,,
10.19 ,8.92 ,,,8.76 ,8.01 ,,
10.19 ,8.92 ,,,8.75 ,8.01 ,,
10.14 ,8.89 ,,,8.75 ,8.00 ,,
10.12 ,8.89 ,,,8.75 ,8.00 ,,
10.12 ,8.89 ,,,8.75 ,8.00 ,,
10.12 ,8.88 ,,,8.75 ,8.00 ,,
10.12 ,8.88 ,,,8.75 ,7.99 ,,
10.11 ,8.88 ,,,8.74 ,7.99 ,,
10.07 ,8.85 ,,,8.74 ,7.99 ,,
10.07 ,8.83 ,,,8.73 ,7.99 ,,
10.07 ,8.82 ,,,8.73 ,7.98 ,,
10.07 ,8.79 ,,,8.73 ,7.98 ,,
10.06 ,8.78 ,,,8.73 ,7.98 ,,
10.01 ,8.76 ,,,8.73 ,7.98 ,,
10.00 ,8.76 ,,,8.73 ,7.97 ,,
9.99 ,8.76 ,,,8.73 ,7.97 ,,
9.96 ,8.76 ,,,8.73 ,7.97 ,,
9.95 ,8.76 ,,,8.73 ,7.97 ,,
9.95 ,8.76 ,,,8.73 ,7.95 ,,
9.95 ,8.75 ,,,8.73 ,7.95 ,,
9.93 ,8.75 ,,,8.73 ,7.95 ,,
9.93 ,8.72 ,,,8.72 ,7.95 ,,
9.92 ,8.72 ,,,8.72 ,7.94 ,,
9.86 ,8.72 ,,,8.72 ,7.94 ,,
9.83 ,8.70 ,,,8.72 ,7.94 ,,
9.81 ,8.68 ,,,8.71 ,7.94 ,,
9.81 ,8.66 ,,,8.71 ,7.93 ,,
9.81 ,8.66 ,,,8.71 ,7.92 ,,
9.79 ,8.66 ,,,8.71 ,7.91 ,,
9.77 ,8.65 ,,,8.71 ,7.91 ,,
9.77 ,8.65 ,,,8.71 ,7.91 ,,
9.76 ,8.65 ,,,8.71 ,7.91 ,,
9.74 ,8.65 ,,,8.71 ,7.91 ,,
9.70 ,8.58 ,,,8.71 ,7.91 ,,
9.70 ,8.58 ,,,8.71 ,7.91 ,,
9.70 ,8.58 ,,,8.71 ,7.91 ,,
9.67 ,8.58 ,,,8.71 ,7.91 ,,
9.67 ,8.57 ,,,8.70 ,7.91 ,,
9.65 ,8.57 ,,,8.70 ,7.91 ,,
9.60 ,8.56 ,,,8.70 ,7.89 ,,
9.60 ,8.56 ,,,8.70 ,7.88 ,,
9.59 ,8.56 ,,,8.70 ,7.87 ,,
9.54 ,8.52 ,,,8.69 ,7.85 ,,
9.54 ,8.52 ,,,8.69 ,7.85 ,,
9.52 ,8.52 ,,,8.69 ,7.85 ,,
9.50 ,8.51 ,,,8.68 ,7.83 ,,
9.49 ,8.48 ,,,8.68 ,7.81 ,,
9.49 ,8.48 ,,,8.68 ,7.81 ,,
9.47 ,8.48 ,,,8.68 ,7.81 ,,
9.46 ,8.48 ,,,8.67 ,7.81 ,,
9.44 ,8.41 ,,,8.67 ,7.81 ,,
9.44 ,8.41 ,,,8.67 ,7.81 ,,
9.44 ,8.39 ,,,8.67 ,7.81 ,,
9.44 ,8.39 ,,,8.67 ,7.81 ,,
9.44 ,8.39 ,,,8.67 ,7.81 ,,
9.42 ,8.39 ,,,8.67 ,7.81 ,,
9.39 ,8.39 ,,,8.67 ,7.80 ,,
9.39 ,8.39 ,,,8.67 ,7.80 ,,
9.35 ,8.38 ,,,8.67 ,7.79 ,,
9.35 ,8.37 ,,,8.67 ,7.79 ,,
9.35 ,8.33 ,,,8.67 ,7.78 ,,
9.35 ,8.32 ,,,8.67 ,7.78 ,,
9.35 ,8.28 ,,,8.67 ,7.78 ,,
9.34 ,8.26 ,,,8.67 ,7.78 ,,
9.33 ,8.23 ,,,8.67 ,7.77 ,,
9.32 ,8.23 ,,,8.67 ,7.77 ,,
9.28 ,8.23 ,,,8.66 ,7.77 ,,
9.25 ,8.23 ,,,8.66 ,7.77 ,,
9.25 ,8.23 ,,,8.66 ,7.77 ,,
9.23 ,8.23 ,,,8.66 ,7.77 ,,
9.18 ,8.23 ,,,8.66 ,7.76 ,,
9.17 ,8.22 ,,,8.66 ,7.76 ,,
9.12 ,8.22 ,,,8.65 ,7.76 ,,
9.09 ,8.22 ,,,8.64 ,7.76 ,,
9.09 ,8.22 ,,,8.64 ,7.76 ,,
9.08 ,8.21 ,,,8.64 ,7.76 ,,
9.08 ,8.12 ,,,8.64 ,7.76 ,,
9.08 ,8.12 ,,,8.63 ,7.76 ,,
9.08 ,8.12 ,,,8.63 ,7.76 ,,
9.08 ,8.09 ,,,8.63 ,7.76 ,,
9.08 ,8.09 ,,,8.62 ,7.74 ,,
9.08 ,8.09 ,,,8.62 ,7.73 ,,
9.08 ,8.09 ,,,8.62 ,7.73 ,,
8.99 ,8.09 ,,,8.61 ,7.73 ,,
8.95 ,8.09 ,,,8.61 ,7.73 ,,
8.90 ,8.08 ,,,8.61 ,7.73 ,,
8.89 ,8.03 ,,,8.61 ,7.72 ,,
8.88 ,8.03 ,,,8.61 ,7.72 ,,
8.87 ,8.01 ,,,8.61 ,7.71 ,,
8.87 ,8.00 ,,,8.61 ,7.71 ,,
8.87 ,8.00 ,,,8.61 ,7.71 ,,
8.84 ,7.97 ,,,8.61 ,7.71 ,,
8.81 ,7.97 ,,,8.61 ,7.70 ,,
8.80 ,7.94 ,,,8.61 ,7.68 ,,
8.80 ,7.94 ,,,8.61 ,7.66 ,,
8.77 ,7.94 ,,,8.61 ,7.66 ,,
8.77 ,7.94 ,,,8.61 ,7.66 ,,
8.76 ,7.94 ,,,8.61 ,7.66 ,,
